funcionario_id;nome_completo;genero;idade;cidade;uf;departamento_id;cargo;senioridade;modelo_trabalho;data_admissao;salario_atual;status;data_desligamento;tipo_desligamento;motivo_desligamento
586;Guilherme Dias Rodrigues;M;25;Goiania;GO;9;Junior de Recursos Humanos;Junior;Hibrido;2024-01-02;3768.24;Ativo;;;
587;Renata Oliveira Almeida;F;21;Brasilia;DF;4;Senior de Comercial;Senior;Remoto;2021-12-02;12703.21;Ativo;;;
588;Luciana Martins Fernandes;F;32;Florianopolis;SC;12;Junior de Administrativo;Junior;Hibrido;2019-02-03;3617.07;Ativo;;;
589;Natalia Santos Ribeiro;F;19;Goiania;GO;11;Junior de Juridico;Junior;Hibrido;2022-01-08;4183.73;Ativo;;;
590;Gabriel Pereira Dias;M;38;Campinas;SP;9;Pleno de Recursos Humanos;Pleno;Remoto;2022-05-08;8459.58;Ativo;;;
591;Larissa Rocha Barbosa;F;38;Sao Paulo;SP;11;Senior de Juridico;Senior;Presencial;2018-01-27;14568.02;Ativo;;;
592;Aline Carvalho Souza;F;40;Sao Paulo;SP;3;Pleno de Produto;Pleno;Hibrido;2020-03-18;9155.27;Ativo;;;
593;Guilherme Pereira Soares;M;28;Goiania;GO;10;Pleno de Financeiro;Pleno;Hibrido;2018-12-23;6572.41;Ativo;;;
594;Eduardo Ribeiro Martins;M;49;Fortaleza;CE;5;Pleno de Marketing;Pleno;Hibrido;2021-07-12;6062.85;Ativo;;;
595;Diego Silva Lopes;M;28;Rio de Janeiro;RJ;8;Pleno de Operacoes;Pleno;Hibrido;2018-11-11;7797.96;Ativo;;;
596;Vanessa Oliveira Souza;F;33;Goiania;GO;4;Junior de Comercial;Junior;Remoto;2020-09-26;3558.34;Ativo;;;
597;Diego Gomes Costa;M;34;Fortaleza;CE;10;Senior de Financeiro;Senior;Remoto;2024-03-31;13373.42;Ativo;;;
598;Leonardo Lopes Ribeiro;M;36;Fortaleza;CE;8;Senior de Operacoes;Senior;Remoto;2019-03-30;14018.68;Ativo;;;
599;Eduardo Andrade Nascimento;M;47;Fortaleza;CE;2;Estagiario de Dados & Analytics;Estagiario;Remoto;2018-12-01;1910.98;Ativo;;;
600;Juliana Gomes Santos;F;28;Goiania;GO;3;Pleno de Produto;Pleno;Hibrido;2022-10-07;6220.0;Ativo;;;
601;Joao Costa Rocha;M;19;Rio de Janeiro;RJ;6;Especialista de Customer Success;Especialista;Hibrido;2024-09-29;14547.64;Ativo;;;
602;Felipe Soares Ferreira;M;48;Florianopolis;SC;5;Senior de Marketing;Senior;Hibrido;2023-12-08;12743.51;Ativo;;;
603;Thiago Fernandes Carvalho;M;37;Fortaleza;CE;12;Pleno de Administrativo;Pleno;Hibrido;2021-02-15;9432.27;Ativo;;;
604;Marcelo Rocha Ferreira;M;31;Belo Horizonte;MG;10;Pleno de Financeiro;Pleno;Hibrido;2022-10-29;8741.61;Desligado;2024-11-14;Voluntario;Motivos pessoais/familiares
605;Maria Andrade Barbosa;F;31;Curitiba;PR;2;Pleno de Dados & Analytics;Pleno;Remoto;2019-10-22;6910.22;Ativo;;;
606;Luciana Carvalho Martins;F;19;Sao Paulo;SP;11;Junior de Juridico;Junior;Hibrido;2023-02-19;5186.75;Ativo;;;
607;Bruno Lima Nascimento;M;33;Rio de Janeiro;RJ;10;Pleno de Financeiro;Pleno;Presencial;2022-11-15;6598.86;Desligado;2024-08-25;Voluntario;Continuidade dos estudos
608;Gustavo Ferreira Ribeiro;M;43;Recife;PE;2;Junior de Dados & Analytics;Junior;Remoto;2018-12-07;3862.44;Ativo;;;
609;Eduardo Souza Lima;M;23;Campinas;SP;1;Estagiario de Engenharia de Software;Estagiario;Presencial;2019-12-29;2217.33;Ativo;;;
610;Tatiane Rocha Costa;F;33;Brasilia;DF;10;Pleno de Financeiro;Pleno;Hibrido;2019-02-16;6922.28;Ativo;;;
611;Daniela Martins Vieira;F;36;Rio de Janeiro;RJ;6;Coordenador de Customer Success;Coordenador;Hibrido;2020-10-23;12569.45;Ativo;;;
612;Bruna Almeida Barbosa;F;39;Belo Horizonte;MG;12;Especialista de Administrativo;Especialista;Hibrido;2023-08-23;16569.0;Ativo;;;
613;Daniela Vieira Oliveira;F;28;Campinas;SP;2;Senior de Dados & Analytics;Senior;Hibrido;2018-07-19;13856.25;Ativo;;;
614;Thiago Souza Pereira;M;30;Porto Alegre;RS;1;Junior de Engenharia de Software;Junior;Hibrido;2020-05-19;4855.22;Desligado;2024-04-08;Involuntario;Baixo desempenho
615;Diego Nascimento Rodrigues;M;30;Florianopolis;SC;8;Senior de Operacoes;Senior;Hibrido;2024-04-09;9552.46;Ativo;;;
616;Vanessa Barbosa Rodrigues;F;34;Brasilia;DF;10;Pleno de Financeiro;Pleno;Remoto;2024-01-30;8634.83;Ativo;;;
617;Vanessa Ferreira Lopes;F;27;Campinas;SP;11;Especialista de Juridico;Especialista;Presencial;2023-04-01;15366.91;Ativo;;;
618;Gustavo Ferreira Lopes;M;33;Porto Alegre;RS;12;Especialista de Administrativo;Especialista;Remoto;2022-08-30;14700.77;Ativo;;;
619;Rafael Costa Almeida;M;31;Brasilia;DF;4;Junior de Comercial;Junior;Remoto;2021-02-08;4030.07;Ativo;;;
620;Diego Silva Lopes;M;28;Belo Horizonte;MG;11;Pleno de Juridico;Pleno;Remoto;2019-05-29;7571.19;Ativo;;;
621;Marcelo Fernandes Soares;M;30;Campinas;SP;9;Pleno de Recursos Humanos;Pleno;Hibrido;2019-07-13;6089.15;Ativo;;;
622;Vanessa Dias Lopes;F;39;Salvador;BA;5;Pleno de Marketing;Pleno;Presencial;2024-10-28;9165.41;Ativo;;;
623;Debora Ferreira Oliveira;F;43;Brasilia;DF;8;Senior de Operacoes;Senior;Hibrido;2018-01-15;9565.44;Ativo;;;
624;Felipe Gomes Santos;M;25;Porto Alegre;RS;9;Pleno de Recursos Humanos;Pleno;Presencial;2023-12-21;8618.72;Ativo;;;
625;Gustavo Gomes Ferreira;M;36;Fortaleza;CE;6;Especialista de Customer Success;Especialista;Hibrido;2023-03-19;15974.3;Ativo;;;
626;Natalia Soares Souza;F;23;Brasilia;DF;6;Senior de Customer Success;Senior;Presencial;2019-12-13;12306.36;Ativo;;;
627;Guilherme Fernandes Ribeiro;M;24;Florianopolis;SC;9;Junior de Recursos Humanos;Junior;Remoto;2019-05-12;3702.06;Ativo;;;
628;Eduardo Fernandes Alves;M;31;Salvador;BA;8;Junior de Operacoes;Junior;Hibrido;2018-03-08;4680.76;Ativo;;;
629;Felipe Gomes Santos;M;38;Fortaleza;CE;3;Junior de Produto;Junior;Hibrido;2018-12-28;5045.75;Ativo;;;
630;Bruna Oliveira Almeida;F;32;Rio de Janeiro;RJ;6;Senior de Customer Success;Senior;Hibrido;2018-12-22;14426.97;Ativo;;;
631;Bruno Andrade Vieira;M;19;Goiania;GO;9;Junior de Recursos Humanos;Junior;Remoto;2019-12-14;4604.32;Ativo;;;
632;Daniela Rocha Carvalho;F;22;Belo Horizonte;MG;6;Junior de Customer Success;Junior;Hibrido;2021-03-06;5018.86;Ativo;;;
633;Bruno Alves Santos;M;21;Brasilia;DF;4;Junior de Comercial;Junior;Hibrido;2022-12-25;4186.09;Ativo;;;
634;Natalia Lima Barbosa;F;38;Florianopolis;SC;3;Pleno de Produto;Pleno;Hibrido;2018-11-15;6029.28;Ativo;;;
635;Thiago Nascimento Gomes;M;33;Porto Alegre;RS;7;Gerente de Suporte Tecnico;Gerente;Remoto;2018-09-22;22200.72;Ativo;;;
636;Tatiane Dias Souza;F;32;Belo Horizonte;MG;7;Junior de Suporte Tecnico;Junior;Remoto;2022-05-29;4404.09;Ativo;;;
637;Ana Lima Rocha;F;30;Belo Horizonte;MG;3;Senior de Produto;Senior;Remoto;2022-10-29;13293.36;Ativo;;;
638;Felipe Rodrigues Nascimento;M;30;Recife;PE;6;Pleno de Customer Success;Pleno;Presencial;2020-07-10;6262.83;Ativo;;;
639;Marcelo Lopes Rodrigues;M;36;Brasilia;DF;1;Junior de Engenharia de Software;Junior;Hibrido;2021-07-22;3667.61;Ativo;;;
640;Vanessa Martins Almeida;F;37;Rio de Janeiro;RJ;10;Pleno de Financeiro;Pleno;Hibrido;2018-10-01;8965.92;Ativo;;;
641;Marcelo Soares Andrade;M;28;Porto Alegre;RS;12;Pleno de Administrativo;Pleno;Presencial;2020-02-06;9022.52;Ativo;;;
642;Priscila Lopes Costa;F;34;Brasilia;DF;9;Especialista de Recursos Humanos;Especialista;Remoto;2019-06-25;13159.62;Ativo;;;
643;Lucas Andrade Almeida;M;27;Campinas;SP;2;Junior de Dados & Analytics;Junior;Remoto;2022-09-10;4351.13;Ativo;;;
644;Juliana Fernandes Martins;F;35;Curitiba;PR;2;Senior de Dados & Analytics;Senior;Hibrido;2022-03-26;13755.06;Ativo;;;
645;Amanda Lopes Lima;F;37;Recife;PE;8;Junior de Operacoes;Junior;Hibrido;2024-10-04;4529.86;Desligado;2024-12-06;Involuntario;Reestruturacao da area
646;Natalia Vieira Rodrigues;F;35;Brasilia;DF;10;Junior de Financeiro;Junior;Presencial;2021-03-03;5021.36;Ativo;;;
647;Aline Dias Santos;F;36;Sao Paulo;SP;1;Especialista de Engenharia de Software;Especialista;Remoto;2020-07-18;16045.82;Ativo;;;
648;Eduardo Silva Souza;M;41;Belo Horizonte;MG;8;Junior de Operacoes;Junior;Remoto;2019-06-19;5192.24;Ativo;;;
649;Priscila Silva Carvalho;F;29;Curitiba;PR;1;Pleno de Engenharia de Software;Pleno;Hibrido;2021-12-24;6142.75;Ativo;;;
650;Rodrigo Ferreira Lima;M;20;Rio de Janeiro;RJ;1;Junior de Engenharia de Software;Junior;Hibrido;2018-11-29;4510.06;Ativo;;;
651;Patricia Oliveira Ribeiro;F;28;Campinas;SP;9;Pleno de Recursos Humanos;Pleno;Remoto;2020-04-11;7157.78;Ativo;;;
652;Pedro Martins Rocha;M;42;Porto Alegre;RS;1;Especialista de Engenharia de Software;Especialista;Hibrido;2024-04-18;13718.95;Ativo;;;
653;Andre Rocha Oliveira;M;42;Goiania;GO;11;Pleno de Juridico;Pleno;Remoto;2023-07-20;6929.63;Ativo;;;
654;Joao Alves Lopes;M;32;Rio de Janeiro;RJ;6;Pleno de Customer Success;Pleno;Hibrido;2024-08-25;9132.73;Ativo;;;
655;Fernando Pereira Soares;M;43;Campinas;SP;10;Pleno de Financeiro;Pleno;Hibrido;2021-04-30;8313.41;Ativo;;;
656;Maria Silva Nascimento;F;37;Recife;PE;1;Pleno de Engenharia de Software;Pleno;Remoto;2021-10-04;7432.19;Ativo;;;
657;Andre Nascimento Rodrigues;M;31;Fortaleza;CE;3;Pleno de Produto;Pleno;Hibrido;2024-08-21;8692.09;Ativo;;;
658;Felipe Martins Oliveira;M;24;Goiania;GO;3;Pleno de Produto;Pleno;Remoto;2022-01-30;8104.76;Ativo;;;
659;Gabriel Costa Ribeiro;M;28;Porto Alegre;RS;9;Gerente de Recursos Humanos;Gerente;Hibrido;2021-11-01;26317.58;Ativo;;;
660;Marcelo Rodrigues Rocha;M;29;Campinas;SP;12;Pleno de Administrativo;Pleno;Hibrido;2024-06-13;8097.53;Desligado;2024-07-01;Voluntario;Insatisfacao salarial
661;Leonardo Vieira Silva;M;34;Brasilia;DF;11;Pleno de Juridico;Pleno;Remoto;2022-05-22;6864.37;Ativo;;;
662;Eduardo Ribeiro Andrade;M;41;Curitiba;PR;11;Pleno de Juridico;Pleno;Hibrido;2018-09-06;6896.31;Ativo;;;
663;Andre Barbosa Dias;M;28;Fortaleza;CE;8;Pleno de Operacoes;Pleno;Hibrido;2021-09-11;6661.04;Ativo;;;
664;Lucas Souza Rodrigues;M;34;Rio de Janeiro;RJ;5;Pleno de Marketing;Pleno;Remoto;2022-05-19;7774.26;Ativo;;;
665;Bruna Carvalho Costa;F;31;Belo Horizonte;MG;3;Junior de Produto;Junior;Hibrido;2018-07-21;4582.38;Ativo;;;
666;Guilherme Rocha Oliveira;M;31;Curitiba;PR;3;Junior de Produto;Junior;Remoto;2021-09-21;4524.05;Ativo;;;
667;Maria Dias Gomes;F;33;Curitiba;PR;9;Junior de Recursos Humanos;Junior;Remoto;2019-02-20;4004.83;Ativo;;;
668;Marcelo Gomes Rocha;M;34;Sao Paulo;SP;8;Coordenador de Operacoes;Coordenador;Hibrido;2022-04-05;14135.08;Ativo;;;
669;Vinicius Martins Souza;M;31;Curitiba;PR;8;Junior de Operacoes;Junior;Remoto;2019-03-16;4238.11;Ativo;;;
670;Daniela Oliveira Soares;F;33;Sao Paulo;SP;9;Junior de Recursos Humanos;Junior;Presencial;2020-03-30;4708.41;Ativo;;;
671;Aline Rodrigues Martins;F;41;Brasilia;DF;11;Senior de Juridico;Senior;Hibrido;2021-10-12;10537.41;Ativo;;;
672;Bruna Fernandes Dias;F;19;Belo Horizonte;MG;1;Especialista de Engenharia de Software;Especialista;Remoto;2021-05-29;13479.14;Ativo;;;
673;Juliana Silva Vieira;F;36;Rio de Janeiro;RJ;6;Senior de Customer Success;Senior;Hibrido;2018-06-28;13156.4;Ativo;;;
674;Guilherme Alves Santos;M;33;Sao Paulo;SP;5;Pleno de Marketing;Pleno;Remoto;2020-01-13;6078.99;Ativo;;;
675;Tatiane Gomes Rocha;F;25;Goiania;GO;3;Estagiario de Produto;Estagiario;Hibrido;2024-03-13;1841.52;Ativo;;;
676;Vanessa Nascimento Martins;F;28;Rio de Janeiro;RJ;3;Senior de Produto;Senior;Remoto;2020-12-27;11069.73;Ativo;;;
677;Guilherme Oliveira Gomes;M;28;Rio de Janeiro;RJ;11;Senior de Juridico;Senior;Hibrido;2019-08-23;10441.52;Ativo;;;
678;Matheus Fernandes Costa;M;35;Salvador;BA;8;Pleno de Operacoes;Pleno;Hibrido;2022-08-27;7242.48;Ativo;;;
679;Rodrigo Nascimento Carvalho;M;33;Goiania;GO;7;Especialista de Suporte Tecnico;Especialista;Hibrido;2021-03-20;16073.02;Ativo;;;
680;Pedro Pereira Oliveira;M;27;Salvador;BA;10;Senior de Financeiro;Senior;Hibrido;2018-01-20;13190.48;Ativo;;;
681;Eduardo Barbosa Barbosa;M;47;Sao Paulo;SP;11;Pleno de Juridico;Pleno;Hibrido;2021-07-28;9346.07;Ativo;;;
682;Larissa Souza Silva;F;32;Goiania;GO;3;Junior de Produto;Junior;Remoto;2018-07-11;4589.06;Ativo;;;
683;Joao Ferreira Lopes;M;23;Recife;PE;8;Senior de Operacoes;Senior;Hibrido;2021-03-18;11065.36;Ativo;;;
684;Larissa Ribeiro Rodrigues;F;35;Goiania;GO;6;Junior de Customer Success;Junior;Remoto;2022-08-21;3541.86;Ativo;;;
685;Camila Silva Costa;F;27;Salvador;BA;10;Senior de Financeiro;Senior;Hibrido;2024-06-12;11358.7;Ativo;;;
686;Tatiane Oliveira Lima;F;25;Goiania;GO;6;Junior de Customer Success;Junior;Remoto;2018-01-27;4822.47;Ativo;;;
687;Vinicius Almeida Soares;M;31;Recife;PE;6;Junior de Customer Success;Junior;Presencial;2020-10-20;3813.29;Ativo;;;
688;Vinicius Vieira Ferreira;M;40;Recife;PE;7;Pleno de Suporte Tecnico;Pleno;Remoto;2022-11-23;6786.31;Desligado;2024-11-29;Voluntario;Insatisfacao salarial
689;Camila Vieira Dias;F;32;Goiania;GO;9;Junior de Recursos Humanos;Junior;Remoto;2019-09-14;4974.46;Ativo;;;
690;Felipe Andrade Soares;M;38;Sao Paulo;SP;4;Pleno de Comercial;Pleno;Hibrido;2023-02-16;6250.26;Ativo;;;
691;Joao Pereira Santos;M;38;Fortaleza;CE;7;Junior de Suporte Tecnico;Junior;Presencial;2022-03-03;5101.62;Ativo;;;
692;Renata Rodrigues Ferreira;F;20;Sao Paulo;SP;9;Senior de Recursos Humanos;Senior;Remoto;2022-01-29;13803.18;Ativo;;;
693;Beatriz Costa Pereira;F;26;Salvador;BA;9;Pleno de Recursos Humanos;Pleno;Hibrido;2022-02-24;9046.39;Ativo;;;
694;Patricia Oliveira Vieira;F;28;Recife;PE;2;Junior de Dados & Analytics;Junior;Remoto;2024-07-21;4296.3;Desligado;2024-11-19;Voluntario;Continuidade dos estudos
695;Rafael Pereira Soares;M;28;Sao Paulo;SP;11;Pleno de Juridico;Pleno;Remoto;2020-12-13;7376.73;Ativo;;;
696;Juliana Almeida Gomes;F;32;Porto Alegre;RS;2;Pleno de Dados & Analytics;Pleno;Hibrido;2021-02-12;6604.13;Ativo;;;
697;Juliana Fernandes Almeida;F;22;Sao Paulo;SP;4;Junior de Comercial;Junior;Remoto;2023-04-29;3839.41;Ativo;;;
698;Amanda Gomes Vieira;F;33;Porto Alegre;RS;7;Senior de Suporte Tecnico;Senior;Remoto;2020-12-18;11224.66;Ativo;;;
699;Eduardo Ribeiro Vieira;M;48;Fortaleza;CE;10;Pleno de Financeiro;Pleno;Remoto;2024-06-08;8346.12;Ativo;;;
700;Gustavo Pereira Rodrigues;M;33;Sao Paulo;SP;1;Junior de Engenharia de Software;Junior;Remoto;2024-06-29;3639.78;Desligado;2024-09-21;Voluntario;Motivos pessoais/familiares
701;Felipe Fernandes Ribeiro;M;26;Campinas;SP;12;Junior de Administrativo;Junior;Remoto;2021-03-19;4342.75;Ativo;;;
702;Thiago Silva Dias;M;41;Salvador;BA;8;Pleno de Operacoes;Pleno;Hibrido;2019-06-18;8689.4;Ativo;;;
703;Camila Alves Soares;F;29;Curitiba;PR;10;Senior de Financeiro;Senior;Hibrido;2020-02-11;14843.16;Ativo;;;
704;Debora Santos Rodrigues;F;32;Goiania;GO;6;Junior de Customer Success;Junior;Presencial;2022-10-26;5054.6;Ativo;;;
705;Juliana Santos Pereira;F;19;Florianopolis;SC;1;Pleno de Engenharia de Software;Pleno;Hibrido;2018-01-31;7393.02;Ativo;;;
706;Bruna Almeida Andrade;F;27;Rio de Janeiro;RJ;2;Senior de Dados & Analytics;Senior;Presencial;2024-11-08;13960.58;Ativo;;;
707;Leonardo Rodrigues Rocha;M;27;Salvador;BA;4;Coordenador de Comercial;Coordenador;Remoto;2023-12-20;12334.41;Ativo;;;
708;Fernando Vieira Santos;M;34;Salvador;BA;3;Senior de Produto;Senior;Hibrido;2020-12-16;13311.34;Ativo;;;
709;Felipe Gomes Lima;M;33;Recife;PE;7;Senior de Suporte Tecnico;Senior;Remoto;2021-11-21;12660.16;Ativo;;;
710;Aline Costa Almeida;F;19;Porto Alegre;RS;11;Senior de Juridico;Senior;Hibrido;2022-12-18;13512.84;Ativo;;;
711;Lucas Alves Rodrigues;M;31;Brasilia;DF;4;Junior de Comercial;Junior;Hibrido;2024-04-12;3560.85;Desligado;2024-08-09;Voluntario;Nova oportunidade de mercado
712;Gabriel Ferreira Almeida;M;30;Fortaleza;CE;9;Pleno de Recursos Humanos;Pleno;Remoto;2022-06-23;6820.07;Ativo;;;
713;Vanessa Souza Fernandes;F;26;Recife;PE;8;Senior de Operacoes;Senior;Hibrido;2018-01-31;14662.22;Ativo;;;
714;Eduardo Gomes Almeida;M;39;Porto Alegre;RS;3;Pleno de Produto;Pleno;Hibrido;2019-09-27;8354.5;Ativo;;;
715;Lucas Ferreira Dias;M;40;Porto Alegre;RS;12;Pleno de Administrativo;Pleno;Remoto;2022-12-12;7721.27;Desligado;2024-09-30;Voluntario;Continuidade dos estudos
716;Bruno Costa Rodrigues;M;26;Rio de Janeiro;RJ;6;Pleno de Customer Success;Pleno;Hibrido;2022-01-03;8156.13;Ativo;;;
717;Diego Martins Soares;M;36;Sao Paulo;SP;4;Junior de Comercial;Junior;Presencial;2024-07-18;5215.31;Ativo;;;
718;Patricia Ferreira Silva;F;31;Salvador;BA;12;Junior de Administrativo;Junior;Hibrido;2018-05-17;5378.67;Ativo;;;
719;Natalia Andrade Fernandes;F;37;Curitiba;PR;1;Junior de Engenharia de Software;Junior;Presencial;2018-01-21;3557.04;Ativo;;;
720;Eduardo Souza Rodrigues;M;43;Rio de Janeiro;RJ;10;Pleno de Financeiro;Pleno;Hibrido;2021-11-21;9127.77;Desligado;2024-12-02;Voluntario;Nova oportunidade de mercado
721;Felipe Rodrigues Alves;M;34;Salvador;BA;6;Senior de Customer Success;Senior;Remoto;2018-12-12;12061.74;Ativo;;;
722;Juliana Vieira Vieira;F;21;Porto Alegre;RS;8;Junior de Operacoes;Junior;Remoto;2022-09-17;3796.27;Ativo;;;
723;Joao Oliveira Alves;M;38;Campinas;SP;1;Pleno de Engenharia de Software;Pleno;Hibrido;2024-04-13;8024.01;Desligado;2024-05-07;Involuntario;Reestruturacao da area
724;Lucas Costa Souza;M;32;Sao Paulo;SP;5;Pleno de Marketing;Pleno;Presencial;2024-09-03;7703.82;Ativo;;;
725;Ana Ferreira Vieira;F;25;Salvador;BA;6;Junior de Customer Success;Junior;Remoto;2020-03-18;4022.4;Desligado;2024-04-05;Voluntario;Motivos pessoais/familiares
726;Maria Martins Dias;F;24;Salvador;BA;5;Estagiario de Marketing;Estagiario;Remoto;2022-06-13;2493.26;Desligado;2024-11-10;Voluntario;Insatisfacao salarial
727;Amanda Ferreira Lima;F;25;Porto Alegre;RS;3;Senior de Produto;Senior;Hibrido;2020-02-16;13232.57;Ativo;;;
728;Fernanda Santos Barbosa;F;45;Brasilia;DF;10;Pleno de Financeiro;Pleno;Hibrido;2019-12-09;9110.43;Desligado;2024-10-17;Voluntario;Continuidade dos estudos
729;Rodrigo Lopes Carvalho;M;26;Florianopolis;SC;7;Estagiario de Suporte Tecnico;Estagiario;Hibrido;2021-01-29;2272.1;Ativo;;;
730;Ana Oliveira Lima;F;26;Salvador;BA;4;Senior de Comercial;Senior;Hibrido;2021-01-31;12081.28;Ativo;;;
731;Andre Alves Rocha;M;20;Florianopolis;SC;10;Estagiario de Financeiro;Estagiario;Remoto;2018-08-05;2164.01;Ativo;;;
732;Gustavo Silva Martins;M;33;Goiania;GO;9;Junior de Recursos Humanos;Junior;Hibrido;2024-08-25;5202.22;Ativo;;;
733;Debora Fernandes Lopes;F;41;Recife;PE;11;Pleno de Juridico;Pleno;Remoto;2018-08-19;7102.7;Ativo;;;
734;Renata Lima Ferreira;F;37;Sao Paulo;SP;9;Pleno de Recursos Humanos;Pleno;Hibrido;2020-08-24;7455.07;Ativo;;;
735;Daniela Pereira Silva;F;27;Porto Alegre;RS;5;Pleno de Marketing;Pleno;Hibrido;2024-09-07;7113.61;Ativo;;;
736;Vinicius Soares Ribeiro;M;46;Brasilia;DF;6;Coordenador de Customer Success;Coordenador;Remoto;2021-06-20;12070.59;Ativo;;;
737;Rafael Souza Pereira;M;33;Campinas;SP;9;Pleno de Recursos Humanos;Pleno;Remoto;2023-05-22;8846.0;Ativo;;;
738;Guilherme Fernandes Andrade;M;28;Sao Paulo;SP;6;Pleno de Customer Success;Pleno;Remoto;2018-10-03;9239.35;Desligado;2024-06-05;Voluntario;Insatisfacao salarial
739;Bruna Ferreira Ferreira;F;24;Curitiba;PR;8;Senior de Operacoes;Senior;Remoto;2018-11-20;14511.79;Ativo;;;
740;Bruna Vieira Silva;F;34;Goiania;GO;11;Especialista de Juridico;Especialista;Hibrido;2024-07-02;14156.82;Ativo;;;
741;Luciana Vieira Rodrigues;F;26;Brasilia;DF;9;Junior de Recursos Humanos;Junior;Hibrido;2021-05-25;4328.14;Ativo;;;
742;Vinicius Fernandes Gomes;M;32;Belo Horizonte;MG;5;Senior de Marketing;Senior;Hibrido;2023-02-11;11077.47;Ativo;;;
743;Ana Oliveira Santos;F;40;Curitiba;PR;5;Junior de Marketing;Junior;Hibrido;2018-07-02;5142.22;Ativo;;;
744;Joao Soares Lopes;M;30;Sao Paulo;SP;1;Pleno de Engenharia de Software;Pleno;Hibrido;2020-05-24;7156.33;Ativo;;;
745;Daniela Alves Rodrigues;F;30;Recife;PE;11;Senior de Juridico;Senior;Remoto;2019-10-04;13837.2;Ativo;;;
746;Thiago Santos Silva;M;33;Belo Horizonte;MG;2;Pleno de Dados & Analytics;Pleno;Hibrido;2023-02-26;7908.77;Ativo;;;
747;Gabriel Soares Ribeiro;M;32;Rio de Janeiro;RJ;4;Senior de Comercial;Senior;Hibrido;2019-03-23;12623.13;Ativo;;;
748;Renata Vieira Souza;F;47;Recife;PE;3;Pleno de Produto;Pleno;Hibrido;2021-02-05;7957.56;Ativo;;;
749;Aline Rodrigues Ferreira;F;39;Goiania;GO;10;Pleno de Financeiro;Pleno;Presencial;2020-07-06;7651.78;Ativo;;;
750;Debora Rocha Costa;F;27;Belo Horizonte;MG;1;Junior de Engenharia de Software;Junior;Hibrido;2022-03-30;4030.31;Ativo;;;
751;Beatriz Dias Vieira;F;21;Belo Horizonte;MG;4;Pleno de Comercial;Pleno;Remoto;2024-09-25;7767.7;Ativo;;;
752;Carolina Andrade Nascimento;F;37;Porto Alegre;RS;9;Especialista de Recursos Humanos;Especialista;Hibrido;2022-12-08;17835.57;Ativo;;;
753;Rafael Andrade Silva;M;30;Goiania;GO;6;Senior de Customer Success;Senior;Presencial;2022-05-04;9554.78;Ativo;;;
754;Luciana Santos Ferreira;F;31;Brasilia;DF;9;Senior de Recursos Humanos;Senior;Remoto;2023-06-18;12044.1;Ativo;;;
755;Daniela Pereira Rocha;F;32;Brasilia;DF;4;Senior de Comercial;Senior;Hibrido;2020-03-24;13791.43;Ativo;;;
756;Vinicius Rodrigues Costa;M;26;Goiania;GO;7;Especialista de Suporte Tecnico;Especialista;Remoto;2023-12-31;15672.75;Desligado;2024-07-28;Involuntario;Baixo desempenho
757;Diego Costa Ferreira;M;20;Campinas;SP;12;Pleno de Administrativo;Pleno;Remoto;2024-04-05;8582.84;Ativo;;;
758;Thiago Almeida Silva;M;26;Porto Alegre;RS;11;Pleno de Juridico;Pleno;Remoto;2018-09-22;8624.95;Ativo;;;
759;Felipe Nascimento Oliveira;M;30;Recife;PE;3;Junior de Produto;Junior;Presencial;2024-03-24;4208.53;Ativo;;;
760;Camila Andrade Silva;F;30;Sao Paulo;SP;5;Junior de Marketing;Junior;Presencial;2023-07-20;3650.04;Desligado;2024-10-10;Voluntario;Motivos pessoais/familiares
761;Vanessa Ferreira Carvalho;F;21;Fortaleza;CE;3;Junior de Produto;Junior;Presencial;2020-10-16;4822.61;Ativo;;;
762;Bruna Fernandes Martins;F;28;Rio de Janeiro;RJ;12;Junior de Administrativo;Junior;Presencial;2021-06-10;5322.47;Desligado;2024-02-10;Voluntario;Motivos pessoais/familiares
763;Rafael Almeida Oliveira;M;31;Sao Paulo;SP;3;Pleno de Produto;Pleno;Hibrido;2023-03-22;9358.04;Ativo;;;
764;Maria Costa Lima;F;29;Rio de Janeiro;RJ;7;Especialista de Suporte Tecnico;Especialista;Presencial;2022-09-12;18086.09;Ativo;;;
765;Thiago Ferreira Martins;M;34;Belo Horizonte;MG;1;Senior de Engenharia de Software;Senior;Remoto;2022-12-04;13516.34;Ativo;;;
766;Gustavo Oliveira Costa;M;34;Brasilia;DF;2;Junior de Dados & Analytics;Junior;Remoto;2024-01-19;3527.96;Ativo;;;
767;Maria Carvalho Rocha;F;27;Belo Horizonte;MG;4;Senior de Comercial;Senior;Remoto;2018-06-22;10838.16;Ativo;;;
768;Larissa Santos Souza;F;25;Recife;PE;10;Pleno de Financeiro;Pleno;Presencial;2018-09-01;6580.12;Ativo;;;
769;Bruno Carvalho Nascimento;M;36;Florianopolis;SC;11;Junior de Juridico;Junior;Presencial;2021-12-31;4206.28;Ativo;;;
770;Carolina Gomes Pereira;F;47;Rio de Janeiro;RJ;9;Pleno de Recursos Humanos;Pleno;Remoto;2018-03-05;9433.17;Ativo;;;
771;Marcelo Vieira Fernandes;M;34;Fortaleza;CE;7;Estagiario de Suporte Tecnico;Estagiario;Hibrido;2022-07-16;2326.49;Desligado;2024-10-30;Voluntario;Insatisfacao salarial
